PLAYER,GROSS P/W,GROSS P/Y,ADJ. GROSS,POS.,AGE,COUNTRY,CLUB,League
Albert Sambi Lokonga,€ 0,€ 0,€ 0,M,24,Belgium,Arsenal,Premier League
Samuel Edozie,€ 0,€ 0,€ 0,F,22,England,Southampton,Premier League
James Beadle,€ 0,€ 0,€ 0,K,20,England,Brighton,Premier League
Matthew Craig,€ 0,€ 0,€ 0,M,21,Scotland,Tottenham,Premier League
Tony Yogane,€ 0,€ 0,€ 0,F,19,England,Brentford,Premier League
Nico Lawrence,€ 0,€ 0,€ 0,D,21,England,Southampton,Premier League
Juan,€ 0,€ 0,€ 0,F,22,Brazil,Southampton,Premier League
Luke Chambers,€ 0,€ 0,€ 0,D,20,England,Liverpool,Premier League
Pierre-Emile Højbjerg,€ 0,€ 0,€ 0,M,28,Denmark,Tottenham,Premier League
Joe O'Brien-Whitmarsh,€ 0,€ 0,€ 0,M,19,Ireland,Southampton,Premier League
Myles Peart-Harris,€ 0,€ 0,€ 0,F,22,Jamaica,Brentford,Premier League
Mark O'Mahony,€ 0,€ 0,€ 0,F,20,Ireland,Brighton,Premier League
Ben Brereton,€ 0,€ 0,€ 0,F,25,Chile,Southampton,Premier League
Tawanda Chirewa,€ 0,€ 0,€ 0,F,21,Zimbabwe,Wolverhampton,Premier League
Frank Onyeka,€ 0,€ 0,€ 0,M,27,Nigeria,Brentford,Premier League
Joe Gardner,€ 0,€ 0,€ 0,F,19,England,Nottingham Forest,Premier League
Jamie McDonnell,€ 0,€ 0,€ 0,M,20,Northern Ireland,Nottingham Forest,Premier League
Renato Veiga,€ 0,€ 0,€ 0,D,21,Portugal,Chelsea,Premier League
Ashley Hay,€ 0,€ 0,€ 0,F,21,England,Brentford,Premier League
Zak Sturge,€ 0,€ 0,€ 0,D,20,England,Chelsea,Premier League
Romain Faivre,€ 0,€ 0,€ 0,M,26,France,Bournemouth,Premier League
Philip Billing,€ 0,€ 0,€ 0,M,28,Denmark,Bournemouth,Premier League
George Earthy,€ 0,€ 0,€ 0,F,20,England,West Ham,Premier League
Gideon Kodua,€ 0,€ 0,€ 0,F,20,England,West Ham,Premier League
Detlef Esapa Osong,€ 0,€ 0,€ 0,F,20,England,Nottingham Forest,Premier League
Robert Lewandowski,"€ 640,962","€ 33,330,000","€ 33,330,000",F,36,Poland,Barcelona,La Liga
Kylian Mbappé,"€ 600,962","€ 31,250,000","€ 31,250,000",F,26,France,Real Madrid,La Liga
Vinicius Junior,"€ 480,769","€ 25,000,000","€ 25,000,000",F,24,Brazil,Real Madrid,La Liga
David Alaba,"€ 432,692","€ 22,500,000","€ 22,500,000",D,32,Austria,Real Madrid,La Liga
Jan Oblak,"€ 400,577","€ 20,830,000","€ 20,830,000",K,32,Slovenia,Atletico Madrid,La Liga
Jude Bellingham,"€ 400,577","€ 20,830,000","€ 20,830,000",F,21,England,Real Madrid,La Liga
Frenkie de Jong,"€ 365,385","€ 19,000,000","€ 19,000,000",M,27,Netherlands,Barcelona,La Liga
Federico Valverde,"€ 320,577","€ 16,670,000","€ 16,670,000",M,26,Uruguay,Real Madrid,La Liga
Rodrygo,"€ 320,577","€ 16,670,000","€ 16,670,000",F,24,Brazil,Real Madrid,La Liga
Raphinha,"€ 320,577","€ 16,670,000","€ 16,670,000",F,28,Brazil,Barcelona,La Liga
Thibaut Courtois,"€ 288,462","€ 15,000,000","€ 15,000,000",K,32,Belgium,Real Madrid,La Liga
Antonio Rüdiger,"€ 280,385","€ 14,580,000","€ 14,580,000",D,31,Germany,Real Madrid,La Liga
Éder Militão,"€ 280,385","€ 14,580,000","€ 14,580,000",D,27,Brazil,Real Madrid,La Liga
Ansu Fati,"€ 268,269","€ 13,950,000","€ 13,950,000",F,22,Spain,Barcelona,La Liga
Jules Koundé,"€ 260,577","€ 13,550,000","€ 13,550,000",D,26,France,Barcelona,La Liga
Aurélien Tchouaméni,"€ 240,385","€ 12,500,000","€ 12,500,000",M,25,France,Real Madrid,La Liga
Antoine Griezmann,"€ 240,385","€ 12,500,000","€ 12,500,000",F,34,France,Atletico Madrid,La Liga
Dani Olmo,"€ 240,385","€ 12,500,000","€ 12,500,000",F,26,Spain,Barcelona,La Liga
Ronald Araujo,"€ 240,385","€ 12,500,000","€ 12,500,000",D,25,Uruguay,Barcelona,La Liga
Eduardo Camavinga,"€ 240,385","€ 12,500,000","€ 12,500,000",M,22,France,Real Madrid,La Liga
Pedri,"€ 240,385","€ 12,500,000","€ 12,500,000",M,22,Spain,Barcelona,La Liga
Marc-André ter Stegen,"€ 240,385","€ 12,500,000","€ 12,500,000",K,32,Germany,Barcelona,La Liga
Iñaki Williams,"€ 219,231","€ 11,400,000","€ 11,400,000",F,30,Ghana,Athletic Club,La Liga
Ferland Mendy,"€ 200,385","€ 10,420,000","€ 10,420,000",D,29,France,Real Madrid,La Liga
Nico Williams,"€ 200,385","€ 10,420,000","€ 10,420,000",F,22,Spain,Athletic Club,La Liga
Luka Modric,"€ 200,385","€ 10,420,000","€ 10,420,000",M,39,Croatia,Real Madrid,La Liga
Julián Alvarez,"€ 200,385","€ 10,420,000","€ 10,420,000",F,25,Argentina,Atletico Madrid,La Liga
Daniel Carvajal,"€ 200,385","€ 10,420,000","€ 10,420,000",D,33,Spain,Real Madrid,La Liga
Dani Ceballos,"€ 200,385","€ 10,420,000","€ 10,420,000",M,28,Spain,Real Madrid,La Liga
Ferran Torres,"€ 192,308","€ 10,000,000","€ 10,000,000",F,24,Spain,Barcelona,La Liga
Gavi,"€ 180,385","€ 9,380,000","€ 9,380,000",M,20,Spain,Barcelona,La Liga
Lucas Vázquez,"€ 180,385","€ 9,380,000","€ 9,380,000",D,33,Spain,Real Madrid,La Liga
Iñigo Martínez,"€ 174,231","€ 9,060,000","€ 9,060,000",D,33,Spain,Barcelona,La Liga
Andreas Christensen,"€ 173,077","€ 9,000,000","€ 9,000,000",D,28,Denmark,Barcelona,La Liga
Conor Gallagher,"€ 173,077","€ 9,000,000","€ 9,000,000",M,25,England,Atletico Madrid,La Liga
Unai Simón,"€ 160,385","€ 8,340,000","€ 8,340,000",K,27,Spain,Athletic Club,La Liga
Marcos Llorente,"€ 160,192","€ 8,330,000","€ 8,330,000",M,30,Spain,Atletico Madrid,La Liga
Axel Witsel,"€ 160,192","€ 8,330,000","€ 8,330,000",D,36,Belgium,Atletico Madrid,La Liga
César Azpilicueta,"€ 153,846","€ 8,000,000","€ 8,000,000",D,35,Spain,Atletico Madrid,La Liga
Alexander Sörloth,"€ 140,385","€ 7,300,000","€ 7,300,000",F,29,Norway,Atletico Madrid,La Liga
Brahim Díaz,"€ 140,192","€ 7,290,000","€ 7,290,000",F,25,Morocco,Real Madrid,La Liga
Saúl Ñíguez,"€ 134,615","€ 7,000,000","€ 7,000,000",M,29,Spain,Atletico Madrid,La Liga
Koke,"€ 128,269","€ 6,670,000","€ 6,670,000",M,33,Spain,Atletico Madrid,La Liga
Rodrigo De Paul,"€ 128,269","€ 6,670,000","€ 6,670,000",M,30,Argentina,Atletico Madrid,La Liga
Mikel Oyarzabal,"€ 120,385","€ 6,260,000","€ 6,260,000",F,27,Spain,Real Sociedad,La Liga
José Giménez,"€ 120,192","€ 6,250,000","€ 6,250,000",D,30,Uruguay,Atletico Madrid,La Liga
Raúl Asencio,"€ 120,192","€ 6,250,000","€ 6,250,000",D,21,Spain,Real Madrid,La Liga
Pablo Barrios,"€ 120,192","€ 6,250,000","€ 6,250,000",M,21,Spain,Atletico Madrid,La Liga
Robin Le Normand,"€ 120,192","€ 6,250,000","€ 6,250,000",D,28,Spain,Atletico Madrid,La Liga
Isco,"€ 120,192","€ 6,250,000","€ 6,250,000",F,32,Spain,Real Betis,La Liga
Bryan Zaragoza,"€ 120,192","€ 6,250,000","€ 6,250,000",F,23,Spain,Osasuna,La Liga
Eric García,"€ 115,385","€ 6,000,000","€ 6,000,000",D,24,Spain,Barcelona,La Liga
Fran García,"€ 100,192","€ 5,210,000","€ 5,210,000",D,25,Spain,Real Madrid,La Liga
Arthur,"€ 100,192","€ 5,210,000","€ 5,210,000",M,28,Brazil,Girona,La Liga
Takefusa Kubo,"€ 100,000","€ 5,200,000","€ 5,200,000",F,23,Japan,Real Sociedad,La Liga
Arda Güler,"€ 100,000","€ 5,200,000","€ 5,200,000",F,19,Turkey,Real Madrid,La Liga
Brais Méndez,"€ 100,000","€ 5,200,000","€ 5,200,000",F,28,Spain,Real Sociedad,La Liga
Giovani Lo Celso,"€ 100,000","€ 5,200,000","€ 5,200,000",M,28,Argentina,Real Betis,La Liga
Saúl Ñíguez,"€ 96,154","€ 5,000,000","€ 5,000,000",M,30,Spain,Sevilla,La Liga
Kelechi Iheanacho,"€ 92,308","€ 4,800,000","€ 4,800,000",F,27,Nigeria,Sevilla,La Liga
Borja Mayoral,"€ 92,115","€ 4,790,000","€ 4,790,000",F,27,Spain,Getafe,La Liga
İlkay Gündoğan,"€ 90,192","€ 4,690,000","€ 4,690,000",M,33,Germany,Barcelona,La Liga
Vedat Muriqi,"€ 88,077","€ 4,580,000","€ 4,580,000",F,30,Kosovo,Mallorca,La Liga
José Gayà,"€ 88,077","€ 4,580,000","€ 4,580,000",D,29,Spain,Valencia,La Liga
Andriy Lunin,"€ 86,538","€ 4,500,000","€ 4,500,000",K,25,Ukraine,Real Madrid,La Liga
Juan Bernat,"€ 84,231","€ 4,380,000","€ 4,380,000",D,31,Spain,Villarreal,La Liga
Marcão,"€ 84,231","€ 4,380,000","€ 4,380,000",D,28,Brazil,Sevilla,La Liga
Yuri Berchiche,"€ 82,308","€ 4,280,000","€ 4,280,000",D,35,Spain,Athletic Club,La Liga
Loïc Badé,"€ 80,192","€ 4,170,000","€ 4,170,000",D,24,France,Sevilla,La Liga
Tanguy Nianzou,"€ 80,192","€ 4,170,000","€ 4,170,000",D,22,France,Sevilla,La Liga
Marcos Alonso,"€ 80,192","€ 4,170,000","€ 4,170,000",D,34,Spain,Celta Vigo,La Liga
Djibril Sow,"€ 80,192","€ 4,170,000","€ 4,170,000",M,28,Switzerland,Sevilla,La Liga
Hugo Duro,"€ 80,192","€ 4,170,000","€ 4,170,000",F,25,Spain,Valencia,La Liga
James Rodríguez,"€ 80,000","€ 4,160,000","€ 4,160,000",F,33,Colombia,Rayo Vallecano,La Liga
Oihan Sancet,"€ 80,000","€ 4,160,000","€ 4,160,000",F,24,Spain,Athletic Club,La Liga
Endrick,"€ 80,000","€ 4,160,000","€ 4,160,000",F,18,Brazil,Real Madrid,La Liga
Álex Remiro,"€ 80,000","€ 4,160,000","€ 4,160,000",K,29,Spain,Real Sociedad,La Liga
Cucho Hernández,"€ 80,000","€ 4,160,000","€ 4,160,000",F,25,Colombia,Real Betis,La Liga
Jonathan Bamba,"€ 80,000","€ 4,160,000","€ 4,160,000",F,28,Cote d'Ivoire,Celta Vigo,La Liga
Clément Lenglet,"€ 76,923","€ 4,000,000","€ 4,000,000",D,29,France,Atletico Madrid,La Liga
Fermín López,"€ 76,923","€ 4,000,000","€ 4,000,000",M,21,Spain,Barcelona,La Liga
Pau Cubarsí,"€ 76,923","€ 4,000,000","€ 4,000,000",D,18,Spain,Barcelona,La Liga
Mouctar Diakhaby,"€ 76,923","€ 4,000,000","€ 4,000,000",D,28,Guinea,Valencia,La Liga
Nemanja Gudelj,"€ 76,154","€ 3,960,000","€ 3,960,000",M,33,Serbia,Sevilla,La Liga
Nahuel Molina,"€ 72,308","€ 3,760,000","€ 3,760,000",D,26,Argentina,Atletico Madrid,La Liga
David López,"€ 72,115","€ 3,750,000","€ 3,750,000",D,35,Spain,Girona,La Liga
Martin Valjent,"€ 72,115","€ 3,750,000","€ 3,750,000",D,29,Slovakia,Mallorca,La Liga
Gerard Moreno,"€ 72,115","€ 3,750,000","€ 3,750,000",F,32,Spain,Villarreal,La Liga
Marash Kumbulla,"€ 72,115","€ 3,750,000","€ 3,750,000",D,24,Albania,Espanyol,La Liga
Dani Parejo,"€ 72,115","€ 3,750,000","€ 3,750,000",M,35,Spain,Villarreal,La Liga
Juan Bernat,"€ 71,923","€ 3,740,000","€ 3,740,000",D,31,Spain,Getafe,La Liga
Mauro Arambarri,"€ 71,923","€ 3,740,000","€ 3,740,000",M,29,Uruguay,Getafe,La Liga
Dani Vivian,"€ 70,000","€ 3,640,000","€ 3,640,000",D,25,Spain,Athletic Club,La Liga
Joan Jordán,"€ 69,231","€ 3,600,000","€ 3,600,000",M,30,Spain,Alaves,La Liga
Vitor Roque,"€ 67,308","€ 3,500,000","€ 3,500,000",F,19,Brazil,Real Betis,La Liga
Oriol Romeu,"€ 67,308","€ 3,500,000","€ 3,500,000",M,33,Spain,Girona,La Liga
Ángel Correa,"€ 67,308","€ 3,500,000","€ 3,500,000",F,29,Argentina,Atletico Madrid,La Liga
Alfonso Pedraza,"€ 64,231","€ 3,340,000","€ 3,340,000",D,28,Spain,Villarreal,La Liga
Lamine Yamal,"€ 64,038","€ 3,330,000","€ 3,330,000",F,17,Spain,Barcelona,La Liga
Daley Blind,"€ 64,038","€ 3,330,000","€ 3,330,000",D,34,Netherlands,Girona,La Liga
Juan Musso,"€ 64,038","€ 3,330,000","€ 3,330,000",K,30,Argentina,Atletico Madrid,La Liga
Thomas Lemar,"€ 62,500","€ 3,250,000","€ 3,250,000",F,29,France,Atletico Madrid,La Liga
Iñaki Peña,"€ 62,500","€ 3,250,000","€ 3,250,000",K,25,Spain,Barcelona,La Liga
Albert Sambi Lokonga,"€ 60,192","€ 3,130,000","€ 3,130,000",M,25,Belgium,Sevilla,La Liga
Jesús Navas,"€ 60,192","€ 3,130,000","€ 3,130,000",D,38,Spain,Sevilla,La Liga
Adnan Januzaj,"€ 60,192","€ 3,130,000","€ 3,130,000",F,30,Belgium,Sevilla,La Liga
Donny van de Beek,"€ 60,192","€ 3,130,000","€ 3,130,000",M,27,Netherlands,Girona,La Liga
Arnaut Danjuma,"€ 60,192","€ 3,130,000","€ 3,130,000",F,28,Netherlands,Girona,La Liga
Isaac Romero,"€ 60,192","€ 3,130,000","€ 3,130,000",F,24,Spain,Sevilla,La Liga
Rubén Vargas,"€ 60,192","€ 3,130,000","€ 3,130,000",F,26,Switzerland,Sevilla,La Liga
Antony,"€ 60,192","€ 3,130,000","€ 3,130,000",F,24,Brazil,Real Betis,La Liga
Ander Barrenetxea,"€ 60,000","€ 3,120,000","€ 3,120,000",F,23,Spain,Real Sociedad,La Liga
Diego Llorente,"€ 60,000","€ 3,120,000","€ 3,120,000",D,31,Spain,Real Betis,La Liga
Álex Berenguer,"€ 60,000","€ 3,120,000","€ 3,120,000",F,29,Spain,Athletic Club,La Liga
Héctor Bellerín,"€ 60,000","€ 3,120,000","€ 3,120,000",D,29,Spain,Real Betis,La Liga
Nicolas Pépé,"€ 60,000","€ 3,120,000","€ 3,120,000",F,29,Cote d'Ivoire,Villarreal,La Liga
Djené,"€ 60,000","€ 3,120,000","€ 3,120,000",D,33,Togo,Getafe,La Liga
Eric Bailly,"€ 60,000","€ 3,120,000","€ 3,120,000",D,30,Cote d'Ivoire,Villarreal,La Liga
Javi Galán,"€ 60,000","€ 3,120,000","€ 3,120,000",D,30,Spain,Atletico Madrid,La Liga
Denis Suárez,"€ 60,000","€ 3,120,000","€ 3,120,000",F,31,Spain,Villarreal,La Liga
Johnny,"€ 60,000","€ 3,120,000","€ 3,120,000",M,23,United States,Real Betis,La Liga
Igor Zubeldia,"€ 60,000","€ 3,120,000","€ 3,120,000",D,27,Spain,Real Sociedad,La Liga
Ayoze Pérez,"€ 60,000","€ 3,120,000","€ 3,120,000",F,31,Spain,Villarreal,La Liga
Pape Gueye,"€ 60,000","€ 3,120,000","€ 3,120,000",M,26,Senegal,Villarreal,La Liga
Ante Budimir,"€ 60,000","€ 3,120,000","€ 3,120,000",F,33,Croatia,Osasuna,La Liga
Pablo Fornals,"€ 60,000","€ 3,120,000","€ 3,120,000",F,28,Spain,Real Betis,La Liga
Raúl de Tomás,"€ 59,615","€ 3,100,000","€ 3,100,000",F,30,Spain,Rayo Vallecano,La Liga
Dodi Lukébakio,"€ 57,692","€ 3,000,000","€ 3,000,000",F,27,Belgium,Sevilla,La Liga
Ander Herrera,"€ 57,692","€ 3,000,000","€ 3,000,000",M,35,Spain,Athletic Club,La Liga
Wojciech Szczesny,"€ 57,692","€ 3,000,000","€ 3,000,000",K,34,Poland,Barcelona,La Liga
Martín Zubimendi,"€ 57,692","€ 3,000,000","€ 3,000,000",M,26,Spain,Real Sociedad,La Liga
Iago Aspas,"€ 56,154","€ 2,920,000","€ 2,920,000",F,37,Spain,Celta Vigo,La Liga
Fábio Silva,"€ 55,962","€ 2,910,000","€ 2,910,000",F,22,Portugal,Las Palmas,La Liga
Suso,"€ 53,846","€ 2,800,000","€ 2,800,000",F,31,Spain,Sevilla,La Liga
Sergi Darder,"€ 51,923","€ 2,700,000","€ 2,700,000",M,31,Spain,Mallorca,La Liga
Viktor Tsyhankov,"€ 51,923","€ 2,700,000","€ 2,700,000",F,27,Ukraine,Girona,La Liga
Álvaro Odriozola,"€ 51,923","€ 2,700,000","€ 2,700,000",D,29,Spain,Real Sociedad,La Liga
Cédric Bakambu,"€ 51,923","€ 2,700,000","€ 2,700,000",F,33,Democratic Republic of the Congo,Real Betis,La Liga
Carles Pérez,"€ 49,231","€ 2,560,000","€ 2,560,000",F,26,Spain,Getafe,La Liga
Florian Grillitsch,"€ 48,077","€ 2,500,000","€ 2,500,000",M,29,Austria,Valladolid,La Liga
David Soria,"€ 48,077","€ 2,500,000","€ 2,500,000",K,31,Spain,Getafe,La Liga
Juanlu Sánchez,"€ 48,077","€ 2,500,000","€ 2,500,000",D,21,Spain,Sevilla,La Liga
Marc Bartra,"€ 48,077","€ 2,500,000","€ 2,500,000",D,34,Spain,Real Betis,La Liga
Sébastien Haller,"€ 48,077","€ 2,500,000","€ 2,500,000",F,30,Cote d'Ivoire,Leganes,La Liga
Bryan Gil,"€ 48,077","€ 2,500,000","€ 2,500,000",F,23,Spain,Girona,La Liga
Logan Costa,"€ 48,077","€ 2,500,000","€ 2,500,000",D,23,Cape Verde,Villarreal,La Liga
Ricardo Rodríguez,"€ 48,077","€ 2,500,000","€ 2,500,000",D,32,Switzerland,Real Betis,La Liga
José Ángel Carmona,"€ 48,077","€ 2,500,000","€ 2,500,000",D,23,Spain,Sevilla,La Liga
Giuliano Simeone,"€ 48,077","€ 2,500,000","€ 2,500,000",F,22,Argentina,Atletico Madrid,La Liga
Sergio Gómez,"€ 48,077","€ 2,500,000","€ 2,500,000",F,24,Spain,Real Sociedad,La Liga
Fran Beltrán,"€ 48,077","€ 2,500,000","€ 2,500,000",M,26,Spain,Celta Vigo,La Liga
Marc Roca,"€ 48,077","€ 2,500,000","€ 2,500,000",M,28,Spain,Real Betis,La Liga
Juanmi,"€ 46,154","€ 2,400,000","€ 2,400,000",F,31,Spain,Real Betis,La Liga
Yeray Álvarez,"€ 46,154","€ 2,400,000","€ 2,400,000",D,30,Spain,Athletic Club,La Liga
Juanmi,"€ 46,154","€ 2,400,000","€ 2,400,000",F,31,Spain,Getafe,La Liga
Hamari Traoré,"€ 46,154","€ 2,400,000","€ 2,400,000",D,33,Mali,Real Sociedad,La Liga
Vicente Guaita,"€ 46,154","€ 2,400,000","€ 2,400,000",K,38,Spain,Celta Vigo,La Liga
William Carvalho,"€ 45,192","€ 2,350,000","€ 2,350,000",M,32,Portugal,Real Betis,La Liga
Santi Comesaña,"€ 44,231","€ 2,300,000","€ 2,300,000",M,28,Spain,Villarreal,La Liga
Iván Martín,"€ 44,231","€ 2,300,000","€ 2,300,000",F,25,Spain,Girona,La Liga
Natan,"€ 44,038","€ 2,290,000","€ 2,290,000",D,24,Brazil,Real Betis,La Liga
Chimy Ávila,"€ 40,000","€ 2,080,000","€ 2,080,000",F,31,Argentina,Real Betis,La Liga
Aritz Elustondo,"€ 40,000","€ 2,080,000","€ 2,080,000",D,30,Spain,Real Sociedad,La Liga
Isi Palazón,"€ 40,000","€ 2,080,000","€ 2,080,000",F,30,Spain,Rayo Vallecano,La Liga
Florian Lejeune,"€ 40,000","€ 2,080,000","€ 2,080,000",D,33,France,Rayo Vallecano,La Liga
Álvaro García,"€ 40,000","€ 2,080,000","€ 2,080,000",F,32,Spain,Rayo Vallecano,La Liga
Jon Aramburu,"€ 40,000","€ 2,080,000","€ 2,080,000",D,22,Venezuela,Real Sociedad,La Liga
Lucas Torró,"€ 40,000","€ 2,080,000","€ 2,080,000",M,30,Spain,Osasuna,La Liga
Diego Rico,"€ 40,000","€ 2,080,000","€ 2,080,000",D,31,Spain,Getafe,La Liga
Umar Sadiq,"€ 40,000","€ 2,080,000","€ 2,080,000",F,27,Nigeria,Real Sociedad,La Liga
Abel Ruiz,"€ 40,000","€ 2,080,000","€ 2,080,000",F,25,Spain,Girona,La Liga
Mikel Vesga,"€ 40,000","€ 2,080,000","€ 2,080,000",M,31,Spain,Athletic Club,La Liga
Mikel Jauregizar,"€ 40,000","€ 2,080,000","€ 2,080,000",M,21,Spain,Athletic Club,La Liga
Sergi Altimira,"€ 40,000","€ 2,080,000","€ 2,080,000",M,23,Spain,Real Betis,La Liga
Luiz Júnior,"€ 40,000","€ 2,080,000","€ 2,080,000",K,24,Brazil,Villarreal,La Liga
Gorka Guruzeta,"€ 40,000","€ 2,080,000","€ 2,080,000",F,28,Spain,Athletic Club,La Liga
Aitor Paredes,"€ 40,000","€ 2,080,000","€ 2,080,000",D,24,Spain,Athletic Club,La Liga
Adnan Januzaj,"€ 40,000","€ 2,080,000","€ 2,080,000",F,30,Belgium,Las Palmas,La Liga
Kike Salas,"€ 40,000","€ 2,080,000","€ 2,080,000",D,22,Spain,Sevilla,La Liga
Scott McKenna,"€ 40,000","€ 2,080,000","€ 2,080,000",D,28,Scotland,Las Palmas,La Liga
Sergi Cardona,"€ 40,000","€ 2,080,000","€ 2,080,000",D,25,Spain,Villarreal,La Liga
Oliver McBurnie,"€ 40,000","€ 2,080,000","€ 2,080,000",F,28,Scotland,Las Palmas,La Liga
Clément Lenglet,"€ 38,462","€ 2,000,000","€ 2,000,000",D,29,France,Barcelona,La Liga
Juan Foyth,"€ 38,462","€ 2,000,000","€ 2,000,000",D,27,Argentina,Villarreal,La Liga
Álex Baena,"€ 38,462","€ 2,000,000","€ 2,000,000",F,23,Spain,Villarreal,La Liga
Alex Král,"€ 38,077","€ 1,980,000","€ 1,980,000",M,26,Czech Republic,Espanyol,La Liga
Pau López,"€ 37,500","€ 1,950,000","€ 1,950,000",K,29,Spain,Girona,La Liga
Hugo Guillamón,"€ 36,923","€ 1,920,000","€ 1,920,000",M,25,Spain,Valencia,La Liga
Rafa Mir,"€ 36,538","€ 1,900,000","€ 1,900,000",F,27,Spain,Valencia,La Liga
Akor Adams,"€ 36,154","€ 1,880,000","€ 1,880,000",F,25,Nigeria,Sevilla,La Liga
Johan Mojica,"€ 36,154","€ 1,880,000","€ 1,880,000",D,32,Colombia,Mallorca,La Liga
Jorge de Frutos,"€ 36,154","€ 1,880,000","€ 1,880,000",F,27,Spain,Rayo Vallecano,La Liga
Óscar Valentín,"€ 36,154","€ 1,880,000","€ 1,880,000",M,30,Spain,Rayo Vallecano,La Liga
Edu Expósito,"€ 36,154","€ 1,880,000","€ 1,880,000",M,28,Spain,Espanyol,La Liga
Romain Perraud,"€ 36,154","€ 1,880,000","€ 1,880,000",D,27,France,Real Betis,La Liga
Pep Chavarría,"€ 36,154","€ 1,880,000","€ 1,880,000",D,26,Spain,Rayo Vallecano,La Liga
Chidera Ejuke,"€ 36,154","€ 1,880,000","€ 1,880,000",F,27,Nigeria,Sevilla,La Liga
Portu,"€ 36,154","€ 1,880,000","€ 1,880,000",F,32,Spain,Girona,La Liga
Álvaro Djaló,"€ 36,154","€ 1,880,000","€ 1,880,000",F,25,Spain,Athletic Club,La Liga
Cristhian Mosquera,"€ 36,154","€ 1,880,000","€ 1,880,000",D,20,Spain,Valencia,La Liga
Diego Conde,"€ 36,154","€ 1,880,000","€ 1,880,000",K,26,Spain,Villarreal,La Liga
Rubén García,"€ 36,154","€ 1,880,000","€ 1,880,000",F,31,Spain,Osasuna,La Liga
Nayef Aguerd,"€ 35,000","€ 1,820,000","€ 1,820,000",D,28,Morocco,Real Sociedad,La Liga
Jesús Vallejo,"€ 34,615","€ 1,800,000","€ 1,800,000",D,28,Spain,Real Madrid,La Liga
Valentin Rosier,"€ 34,231","€ 1,780,000","€ 1,780,000",D,28,France,Leganes,La Liga
Toni Martínez,"€ 34,231","€ 1,780,000","€ 1,780,000",F,27,Spain,Alaves,La Liga
Lucas Ocampos,"€ 32,692","€ 1,700,000","€ 1,700,000",F,30,Argentina,Sevilla,La Liga
Unai Núñez,"€ 32,692","€ 1,700,000","€ 1,700,000",D,28,Spain,Athletic Club,La Liga
Aimar Oroz,"€ 32,115","€ 1,670,000","€ 1,670,000",F,23,Spain,Osasuna,La Liga
Alejandro Catena,"€ 32,115","€ 1,670,000","€ 1,670,000",D,30,Spain,Osasuna,La Liga
Luka Romero,"€ 32,115","€ 1,670,000","€ 1,670,000",F,19,Argentina,Alaves,La Liga
Alejandro Balde,"€ 32,115","€ 1,670,000","€ 1,670,000",D,21,Spain,Barcelona,La Liga
Aitor Ruibal,"€ 31,923","€ 1,660,000","€ 1,660,000",D,28,Spain,Real Betis,La Liga
Sergi Gómez,"€ 31,923","€ 1,660,000","€ 1,660,000",D,32,Spain,Espanyol,La Liga
Pepelu,"€ 31,923","€ 1,660,000","€ 1,660,000",M,26,Spain,Valencia,La Liga
Dimitri Foulquier,"€ 31,923","€ 1,660,000","€ 1,660,000",D,32,Guadeloupe,Valencia,La Liga
Luka Sucic,"€ 31,923","€ 1,660,000","€ 1,660,000",M,22,Croatia,Real Sociedad,La Liga
Unai López,"€ 31,923","€ 1,660,000","€ 1,660,000",M,29,Spain,Rayo Vallecano,La Liga
Aihen Muñoz,"€ 31,923","€ 1,660,000","€ 1,660,000",D,27,Spain,Real Sociedad,La Liga
Beñat Turrientes,"€ 31,923","€ 1,660,000","€ 1,660,000",M,23,Spain,Real Sociedad,La Liga
Antonio Raíllo,"€ 31,538","€ 1,640,000","€ 1,640,000",D,33,Spain,Mallorca,La Liga
Ilaix Moriba,"€ 31,154","€ 1,620,000","€ 1,620,000",M,22,Guinea,Celta Vigo,La Liga
Kenedy,"€ 31,154","€ 1,620,000","€ 1,620,000",F,28,Brazil,Valladolid,La Liga
Joseph Aidoo,"€ 30,769","€ 1,600,000","€ 1,600,000",D,29,Ghana,Valladolid,La Liga
Borja Iglesias,"€ 30,769","€ 1,600,000","€ 1,600,000",F,32,Spain,Celta Vigo,La Liga
Andoni Gorosabel,"€ 30,000","€ 1,560,000","€ 1,560,000",D,28,Spain,Athletic Club,La Liga
Jaime Mata,"€ 30,000","€ 1,560,000","€ 1,560,000",F,36,Spain,Las Palmas,La Liga
Joseph Aidoo,"€ 30,000","€ 1,560,000","€ 1,560,000",D,28,Ghana,Celta Vigo,La Liga
Paulo Gazzaniga,"€ 30,000","€ 1,560,000","€ 1,560,000",K,33,Argentina,Girona,La Liga
Tajon Buchanan,"€ 30,000","€ 1,560,000","€ 1,560,000",M,25,Canada,Villarreal,La Liga
Carl Starfelt,"€ 30,000","€ 1,560,000","€ 1,560,000",D,29,Sweden,Celta Vigo,La Liga
Pedro Díaz,"€ 30,000","€ 1,560,000","€ 1,560,000",M,26,Spain,Rayo Vallecano,La Liga
Valentín Barco,"€ 30,000","€ 1,560,000","€ 1,560,000",D,20,Argentina,Sevilla,La Liga
Antonio Sivera,"€ 30,000","€ 1,560,000","€ 1,560,000",K,28,Spain,Alaves,La Liga
Stoichkov,"€ 30,000","€ 1,560,000","€ 1,560,000",F,30,Spain,Alaves,La Liga
