PLAYER,GROSS P/W,GROSS P/Y,ADJ. GROSS,POS.,AGE,COUNTRY,CLUB,League
Farid El Melali,"€ 8,077","€ 420,000","€ 420,000",F,27,Algeria,Angers,Ligue 1
Amine Salama,"€ 7,885","€ 410,000","€ 410,000",F,24,France,Reims,Ligue 1
Gabriel Gudmundsson,"€ 7,692","€ 400,000","€ 400,000",D,25,Sweden,Lille,Ligue 1
Mahamadou Diawara,"€ 7,692","€ 400,000","€ 400,000",M,19,France,Le Havre,Ligue 1
Loïc Nego,"€ 7,692","€ 400,000","€ 400,000",D,34,Hungary,Le Havre,Ligue 1
Issiaga Sylla,"€ 7,692","€ 400,000","€ 400,000",D,31,Guinea,Montpellier,Ligue 1
Mahamadou Diawara,"€ 7,692","€ 400,000","€ 400,000",M,19,France,Lyon,Ligue 1
Eliot Matazo,"€ 7,692","€ 400,000","€ 400,000",M,22,Belgium,Monaco,Ligue 1
Ismaël Doukouré,"€ 7,692","€ 400,000","€ 400,000",D,21,France,Strasbourg,Ligue 1
Abdoulaye Ndiaye,"€ 7,500","€ 390,000","€ 390,000",D,22,Senegal,Brest,Ligue 1
Pablo Rosario,"€ 7,500","€ 390,000","€ 390,000",M,28,Netherlands,Nice,Ligue 1
Justin Bengui,"€ 6,923","€ 360,000","€ 360,000",K,19,France,Lyon,Ligue 1
Milos Lukovic,"€ 6,923","€ 360,000","€ 360,000",F,18,Serbia,Strasbourg,Ligue 1
Brice Maubleu,"€ 6,923","€ 360,000","€ 360,000",K,35,France,St-Etienne,Ligue 1
Ilyes Housni,"€ 6,923","€ 360,000","€ 360,000",F,19,Morocco,Le Havre,Ligue 1
Marc-Aurèle Caillard,"€ 6,923","€ 360,000","€ 360,000",K,30,France,Lille,Ligue 1
Théo Sainte-Luce,"€ 6,923","€ 360,000","€ 360,000",D,26,France,Montpellier,Ligue 1
Djaoui Cissé,"€ 6,923","€ 360,000","€ 360,000",M,21,France,Rennes,Ligue 1
Ousmane Camara,"€ 6,923","€ 360,000","€ 360,000",D,21,France,Angers,Ligue 1
Jacques Ekomié,"€ 6,923","€ 360,000","€ 360,000",D,21,Gabon,Angers,Ligue 1
Vincent Sierro,"€ 6,923","€ 360,000","€ 360,000",M,29,Switzerland,Toulouse,Ligue 1
Saad Agouzoul,"€ 6,923","€ 360,000","€ 360,000",D,27,Morocco,Auxerre,Ligue 1
Marcin Bulka,"€ 6,923","€ 360,000","€ 360,000",K,25,Poland,Nice,Ligue 1
Lasso Coulibaly,"€ 6,923","€ 360,000","€ 360,000",F,22,Cote d'Ivoire,Auxerre,Ligue 1
Rafael Fernandes,"€ 6,731","€ 350,000","€ 350,000",D,22,Portugal,Lille,Ligue 1
Ludovic Butelle,"€ 6,731","€ 350,000","€ 350,000",K,41,France,Reims,Ligue 1
Mathieu Cafaro,"€ 6,731","€ 350,000","€ 350,000",F,27,France,St-Etienne,Ligue 1
Mathieu Gorgelin,"€ 6,731","€ 350,000","€ 350,000",K,34,France,Le Havre,Ligue 1
Theo Bair,"€ 6,346","€ 330,000","€ 330,000",F,25,Canada,Auxerre,Ligue 1
Álex Domínguez,"€ 6,346","€ 330,000","€ 330,000",K,26,Spain,Toulouse,Ligue 1
Grégoire Coudert,"€ 6,154","€ 320,000","€ 320,000",K,25,France,Brest,Ligue 1
Oualid El Hajjam,"€ 6,154","€ 320,000","€ 320,000",D,33,Morocco,Le Havre,Ligue 1
Tanguy Coulibaly,"€ 6,154","€ 320,000","€ 320,000",F,23,France,Montpellier,Ligue 1
Alexandre Olliero,"€ 6,154","€ 320,000","€ 320,000",K,28,France,Reims,Ligue 1
Malcolm Jeng,"€ 6,154","€ 320,000","€ 320,000",D,19,Sweden,Reims,Ligue 1
Pape Diong,"€ 6,154","€ 320,000","€ 320,000",M,18,Senegal,Strasbourg,Ligue 1
Robin Risser,"€ 5,769","€ 300,000","€ 300,000",K,19,France,Strasbourg,Ligue 1
Josué Casimir,"€ 5,769","€ 300,000","€ 300,000",F,23,Guadeloupe,Le Havre,Ligue 1
Zakaria Aboukhlal,"€ 5,769","€ 300,000","€ 300,000",F,24,Morocco,Toulouse,Ligue 1
Kjetil Haug,"€ 5,769","€ 300,000","€ 300,000",K,26,Norway,Toulouse,Ligue 1
Arthur Desmas,"€ 5,769","€ 300,000","€ 300,000",K,30,France,Le Havre,Ligue 1
Bamo Meïté,"€ 5,769","€ 300,000","€ 300,000",D,23,Cote d'Ivoire,Montpellier,Ligue 1
Ayman Kari,"€ 5,769","€ 300,000","€ 300,000",M,19,France,PSG,Ligue 1
Khalil Fayad,"€ 5,769","€ 300,000","€ 300,000",M,20,Morocco,Montpellier,Ligue 1
Bamo Meïté,"€ 5,769","€ 300,000","€ 300,000",D,22,Cote d'Ivoire,Marseille,Ligue 1
Emran Soglo,"€ 5,769","€ 300,000","€ 300,000",M,19,England,Marseille,Ligue 1
Mahdi Camara,"€ 5,769","€ 300,000","€ 300,000",M,26,France,Brest,Ligue 1
Juma Bah,"€ 5,385","€ 280,000","€ 280,000",D,18,Sierra Leone,Lens,Ligue 1
Ayanda Sishuba,"€ 5,385","€ 280,000","€ 280,000",F,20,Belgium,Rennes,Ligue 1
Hiroki Sekine,"€ 5,385","€ 280,000","€ 280,000",D,22,Japan,Reims,Ligue 1
Oussama Targhalline,"€ 5,192","€ 270,000","€ 270,000",M,22,Morocco,Le Havre,Ligue 1
Sidiki Chérif,"€ 5,192","€ 270,000","€ 270,000",F,18,France,Angers,Ligue 1
Moïse Sahi Dion,"€ 5,192","€ 270,000","€ 270,000",F,23,Cote d'Ivoire,Strasbourg,Ligue 1
Théo De Percin,"€ 5,192","€ 270,000","€ 270,000",K,24,France,Auxerre,Ligue 1
Hamzat Ojediran,"€ 5,192","€ 270,000","€ 270,000",M,21,Nigeria,Lens,Ligue 1
Abdoul Ouattara,"€ 5,192","€ 270,000","€ 270,000",F,19,Cote d'Ivoire,Strasbourg,Ligue 1
Emmanuel Sabbi,"€ 5,000","€ 260,000","€ 260,000",F,27,United States,Le Havre,Ligue 1
Fredrik Oppegård,"€ 5,000","€ 260,000","€ 260,000",D,22,Norway,Auxerre,Ligue 1
Vito Mannone,"€ 4,808","€ 250,000","€ 250,000",K,36,Italy,Lille,Ligue 1
Boubacar Fall,"€ 4,808","€ 250,000","€ 250,000",K,24,Senegal,St-Etienne,Ligue 1
Eros Maddy,"€ 4,615","€ 240,000","€ 240,000",F,24,Netherlands,Auxerre,Ligue 1
Yahia Fofana,"€ 4,615","€ 240,000","€ 240,000",K,24,Cote d'Ivoire,Angers,Ligue 1
Christopher Wooh,"€ 4,615","€ 240,000","€ 240,000",D,23,Cameroon,Rennes,Ligue 1
Louis Mouton,"€ 4,615","€ 240,000","€ 240,000",M,22,France,St-Etienne,Ligue 1
Denis Petric,"€ 4,615","€ 240,000","€ 240,000",K,36,Slovenia,Lens,Ligue 1
Gabriel Barès,"€ 4,615","€ 240,000","€ 240,000",M,24,Switzerland,Montpellier,Ligue 1
Shavy Babicka,"€ 4,615","€ 240,000","€ 240,000",F,24,Gabon,Toulouse,Ligue 1
Warren Kamanzi,"€ 4,615","€ 240,000","€ 240,000",D,24,Norway,Toulouse,Ligue 1
Ben Old,"€ 4,615","€ 240,000","€ 240,000",F,22,New Zealand,St-Etienne,Ligue 1
Doğan Alemdar,"€ 4,231","€ 220,000","€ 220,000",K,22,Turkey,Rennes,Ligue 1
Melvin Zinga,"€ 4,231","€ 220,000","€ 220,000",K,22,Congo,Angers,Ligue 1
Elysée Logbo,"€ 4,231","€ 220,000","€ 220,000",F,20,France,Le Havre,Ligue 1
Jeremy Agbonifo,"€ 4,231","€ 220,000","€ 220,000",F,19,Sweden,Lens,Ligue 1
Justin Kalumba,"€ 4,231","€ 220,000","€ 220,000",F,20,France,Angers,Ligue 1
Yann Kitala,"€ 4,038","€ 210,000","€ 210,000",F,26,Democratic Republic of the Congo,Le Havre,Ligue 1
Pierre Ekwah,"€ 3,846","€ 200,000","€ 200,000",M,23,France,St-Etienne,Ligue 1
Lucas Mincarelli,"€ 3,462","€ 180,000","€ 180,000",D,21,France,Montpellier,Ligue 1
Rareș Ilie,"€ 3,462","€ 180,000","€ 180,000",F,21,Romania,Nice,Ligue 1
Denis Genreau,"€ 3,462","€ 180,000","€ 180,000",F,25,Australia,Toulouse,Ligue 1
Jérémy Sebas,"€ 3,462","€ 180,000","€ 180,000",F,21,Martinique,Strasbourg,Ligue 1
Halid Sabanovic,"€ 3,462","€ 180,000","€ 180,000",D,25,Bosnia-Herzegovina,Angers,Ligue 1
Antoine Joujou,"€ 3,269","€ 170,000","€ 170,000",F,21,France,Le Havre,Ligue 1
Yann Lienard,"€ 3,269","€ 170,000","€ 170,000",K,21,France,Monaco,Ligue 1
Ümit Akdağ,"€ 3,077","€ 160,000","€ 160,000",D,21,Romania,Toulouse,Ligue 1
Justin Bourgault,"€ 3,077","€ 160,000","€ 160,000",D,19,France,Brest,Ligue 1
Belmin Dizdarevic,"€ 3,077","€ 160,000","€ 160,000",K,23,Bosnia-Herzegovina,Montpellier,Ligue 1
Jelle Van Neck,"€ 3,077","€ 160,000","€ 160,000",K,20,Belgium,Marseille,Ligue 1
